commit_msg,labels
"KAFKA-8386; Use COORDINATOR_NOT_AVAILABLE error when group is Dead (#6762)The Dead state in the coordinator is used for groups which are either pending deletion or migration to a new coordinator. Currently requests received while in this state result in an UNKNOWN_MEMBER_ID which causes consumers to reset the memberId. This is a problem for KIP-345 since it can cause an older member to fence a newer member. This patch changes the error code returned in this state to COORDINATOR_NOT_AVAILABLE, which causes the consumer to rediscover the coordinator, but not reset the memberId.Reviewers: Guozhang Wang <wangguoz@gmail.com>, Jason Gustafson <jason@confluent.io>",5
"KAFKA-8454; Add Java AdminClient Interface (KIP-476) (#7087)Adds an `Admin` interface as specified in [KIP-476](https://cwiki.apache.org/confluence/display/KAFKA/KIP-476%3A+Add+Java+AdminClient+Interface).Reviewers: Ismael Juma <ismael@juma.me.uk>, Jason Gustafson <jason@confluent.io>",5
MINOR: cleanup policy doc update (#6692)Reviewers: Guozhang Wang <wangguoz@gmail.com>,5
"KAFKA-10720: Document prohibition on header mutation by SMTs (#9597)Reviewers: Mickael Maison <mickael.maison@gmail.com>, Chris Egerton <fearthecellos@gmail.com>",2
KAFKA-12284: Wait for mirrored topics to be created (#10185)Reviewers: Mickael Maison <mickael.maison@gmail.com>,1
"KAFKA-8859: Expose built-in streams metrics version in `StreamsMetricsImpl` (#7323)The streams config built.in.metrics.version is needed to add metrics ina backward-compatible way. However, not in every location where metrics areadded a streams config is available to check built.in.metrics.version. Thus,the config value needs to be exposed through the StreamsMetricsImpl object.Reviewers: John Roesler <vvcephei@users.noreply.github.com>, Guozhang Wang <wangguoz@gmail.com>",1
"KAFKA-4361: Streams does not respect user configs for ""default"" paramsEnable user provided consumer and producer configs to override the streams default configs.Author: Damian Guy <damian.guy@gmail.com>Reviewers: Eno Thereska, Matthias J. Sax, Guozhang WangCloses #2084 from dguy/kafka-4361",5
KAFKA-2881: Improve Consumer Configs and API DocumentationAuthor: Guozhang Wang <wangguoz@gmail.com>Reviewers: Gwen ShapiraCloses #584 from guozhangwang/K2881,2
KAFKA-506 Hadoop consumer not advancing to next offset. No review.git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1397388 13f79535-47bb-0310-9956-ffa450edef68,1
Separate Streams documentation and setup docs with easy to set variables- Seperate Streams documentation out to a standalone page.- Setup templates to use handlebars.js- Create template variables to swap in frequently updated values like version number from a single file templateData.jsAuthor: Derrick Or <derrickor@gmail.com>Reviewers: Guozhang Wang <wangguoz@gmail.com>Closes #2245 from derrickdoo/docTemplates,2
"KAFKA-13211: add support for infinite range query for WindowStore (#11227)Add support for infinite range query for WindowStore. Story JIRA: https://issues.apache.org/jira/browse/KAFKA-13210Reviewers: Patrick Stuedi <pstuedi@gmail.com>, Guozhang Wang <wangguoz@gmail.com>",0
MINOR: Improve KafkaProducer Javadocs (#12537)While reviewing KIP-588 and KIP-691 I went through the exception throwing behavior and wanted to improve the related javadocs a little bit.Reviewers: John Roesler <vvcephei@apache.org>,2
MINOR: Fix an example in the Kafka Streams tutorial to be compilable (#6647)Reviewers: Chia-Ping Tsai <chia7712@gmail.com>,0
"MINOR: replace Thread.isAlive by Thread.is_alive for Python code (#11545)Reviewers: Luke Chen <showuon@gmail.com>, David Jacot <djacot@confluent.io>",5
"KAFKA-8487: Only request re-join on REBALANCE_IN_PROGRESS in CommitOffsetResponse (#6894)Plus some minor cleanups on AbstractCoordinator.Reviewers: Boyang Chen <boyang@confluent.io>, Jason Gustafson <jason@confluent.io>",5
"KAFKA-13160: Fix bug in BrokerMetadataPublisher handling of default resources (#11168)When dealing with the default resource, BrokerMetadataPublisher should translate its name from the emptystring (KRaft convention) to ""<default>"" (ZK convention). In the long term, we should eventually move fromusing a string to this for using an Option[String].Reviewers: Colin P. McCabe <cmccabe@apache.org>",1
MINOR: Add system tests README link from main README (#6939),2
"KAFKA-8985; Add flexible version support to inter-broker APIs (#7453)This patch adds flexible version support for the following inter-broker APIs: ControlledShutdown, LeaderAndIsr, UpdateMetadata, and StopReplica. Version checks have been removed from `getErrorResponse` methods since they were redundant given the checks in `AbstractRequest` and the respective`*Data` types.Reviewers: Ismael Juma <ismael@juma.me.uk>",5
MINOR: Fix minor typos in `PartitionChangeBuilder` (#12101)Reviewers: Luke Chen <showuon@gmail.com>,4
"KAFKA-5790, KAFKA-5607; Improve error handling in SocketServer to avoid issues laterChanges:  1. When an exception is encountered in any of the methods in `Processor` while processing a channel, log the exception and close the connection. Continue to process other channels.  2. Fixes KAFKA-5790: SocketServer.processNewResponses should not skip a response if exception is thrown.  3. For `IllegalStateException` and `IOException` in `poll()`, don't close the `Selector`. Log the exception and continue.  4. Close channel on any failed send in `Selector`.  5. When closing channel fails or is closed, leave channel state as-is, indicating the state in which the channel was moved to closing.  6. Add tests for various failure scenarios.  7. Fix timing issue in `SocketServerTest.testConnectionIdReuse` by waiting for new connections to be processed by the server.Author: Rajini Sivaram <rajinisivaram@googlemail.com>Reviewers: Jun Rao <junrao@gmail.com>, Ismael Juma <ismael@juma.me.uk>Closes #3548 from rajinisivaram/KAFKA-5607",5
MINOR: Refactor DescribeAuthorizedOperationsTest (#9938)Reviewers: Chia-Ping Tsai <chia7712@gmail.com>,3
KAFKA-2429: Add annotations to mark classes as stable/unstableThis also marks the consumer as unstable to show an example of using these annotations.Author: Ewen Cheslack-Postava <me@ewencp.org>Reviewers: Gwen ShapiraCloses #133 from ewencp/stability-annotations and squashes the following commits:09c15c3 [Ewen Cheslack-Postava] KAFKA-2429: Add annotations to mark classes as stable/unstable,1
KAFKA-5750; Elevate log messages for denials to INFO in SimpleAclAuthorizerAuthor: Manikumar Reddy <manikumar.reddy@gmail.com>Reviewers: Ismael Juma <ismael@juma.me.uk>Closes #3698 from omkreddy/KAFKA-5750,5
"KAFKA-9058: Lift queriable and materialized restrictions on FK Join (#7541)Reviewers: Bill Bejeck <bill@confluent.io>, Matthias J. Sax <matthias@confluent.io>",5
"KAFKA-5928; Avoid redundant requests to zookeeper when reassign topic partitionAuthor: uncleGen <hustyugm@gmail.com>Reviewers: Ismael Juma <ismael@juma.me.uk>, Dong Lin <lindong28@gmail.com>Closes #3894 from uncleGen/KAFKA-5928",5
MINOR: compatibility tests for streamsUpdate system tests to make use of the newly released 0.11 version.Add on to https://github.com/apache/kafka/pull/3454Author: Eno Thereska <eno.thereska@gmail.com>Reviewers: Damian Guy <damian.guy@gmail.com>Closes #3479 from enothereska/minor-compatibility-tests,3
"KAFKA-10847: Set StreamsConfig on InternalTopologyDriver before writing topology (#10640)Reviewers: Guozhang Wang <guozhang@confluent.io>, Matthias J. Sax <matthias@confluent.io>",5
KAFKA-3582; Remove references to Copcyat from Kafka Connect property filesjunraoAuthor: Liquan Pei <liquanpei@gmail.com>Reviewers: Jun Rao <junrao@gmail.com>Closes #1236 from Ishiihara/minor-fix,0
MINOR: Refactor versions in `FutureSubscriptionInfo` (#7849)Simplify `FutureSubscriptionInfo`Reviewers: John Roesler <vvcephei@apache.org>,5
"MINOR: Shutdown ControllerEventThread via event instead of interruptionIf the ControllerEventThread is interrupted when a request isbeing sent, it may lead to an IllegalStateException being thrown.This, in turn, can lead to a NullPointerException inunregisterPartitionReassignmentIsrChangeHandlers,To avoid these issues, we make the ControllerEventThreaduninterruptable and we shut it down by clearing the queueand enqueuing a special event.To make the code more robust, we also setReassignedPartitionsContext.reassignIsrChangeHandlerduring construction instead of setting it to null first.Finally, misleading log messages in ephemeral nodecreation have been clarified.For reference, the relevant log lines from the relevantflaky test:```text[2017-11-15 10:30:13,869] ERROR Error while creating ephemeral at /controller with return code: OK (kafka.zk.KafkaZkClient$CheckedEphemeral:101)[2017-11-15 10:30:14,155] ERROR Haven't been able to send leader and isr requests, current state of the map is Map(101 -> Map(topic1-0 -> PartitionState(controllerEpoch=2, leader=101, leaderEpoch=3, isr=101, zkVersion=3, replicas=100,102,101, isNew=false)), 100 -> Map(topic1-0 -> PartitionState(controllerEpoch=2, leader=101, leaderEpoch=3, isr=101, zkVersion=3, replicas=100,102,101, isNew=false)), 102 -> Map(topic1-0 -> PartitionState(controllerEpoch=2, leader=101, leaderEpoch=3, isr=101, zkVersion=3, replicas=100,102,101, isNew=false))). Exception message: java.lang.InterruptedException (kafka.controller.ControllerBrokerRequestBatch:101)[2017-11-15 10:30:14,156] ERROR Haven't been able to send metadata update requests to brokers Set(102, 103, 104, 101, 105), current state of the partition info is Map(topic1-0 -> PartitionState(controllerEpoch=1, leader=101, leaderEpoch=2, isr=[101], zkVersion=2, replicas=[100, 102, 101], offlineReplicas=[100])). Exception message: java.lang.InterruptedException (kafka.controller.ControllerBrokerRequestBatch:101)[2017-11-15 10:30:14,158] ERROR [Controller id=101] Forcing the controller to resign (kafka.controller.KafkaController:101)[2017-11-15 10:30:14,158] ERROR [Controller id=101] Error completing reassignment of partition topic1-0 (kafka.controller.KafkaController:107)java.lang.NullPointerExceptionat kafka.controller.KafkaController$$anonfun$unregisterPartitionReassignmentIsrChangeHandlers$1.apply(KafkaController.scala:784)at kafka.controller.KafkaController$$anonfun$unregisterPartitionReassignmentIsrChangeHandlers$1.apply(KafkaController.scala:783)```Author: Ismael Juma <ismael@juma.me.uk>Reviewers: Jun Rao <junrao@gmail.com>Closes #4219 from ijuma/fix-npe-unregister-zk-listener",0
"KAFKA-3497: Streams ProcessorContext should support forward() based on child nameAuthor: Eno Thereska <eno.thereska@gmail.com>Reviewers: Yuto Kawamura, Michael G. Noll, Guozhang WangCloses #1194 from enothereska/kafka-3497-forward",1
MINOR: move the test cases which don't need brokers from TopicCommandWithAdminClientTest to TopicCommandTest (#9501)Reviewers: Manikumar Reddy <manikumar.reddy@gmail.com>,3
MINOR: kafkatest - adding whitelist for interbroker sasl configs (#7093),5
"KAFKA-3003: Update the replica.highWatermark correctlyAuthor: Jiangjie Qin <becket.qin@gmail.com>Reviewers: Ismael Juma, Guozhang WangCloses #688 from becketqin/KAFKA-3003",5
"KAFKA-9517: Fix default serdes with FK join (#8061)During the KIP-213 implementation and verification, we neglected to test thecode path for falling back to default serdes if none are given in the topology.Reviewer: Bill Bejeck <bbejeck@gmail.com>",2
kafka-1406; Fix scaladoc/javadoc warnings; patched by Alan Lee; reviewed by Jun Rao,2
"KAFKA-5038; Throw correct exception of locking of state directory failsAuthor: Eno Thereska <eno.thereska@gmail.com>Reviewers: Damian Guy <damian.guy@gmail.com>, Matthias J. Sax <matthias@confluent.io>, Ismael Juma <ismael@juma.me.uk>Closes #2848 from enothereska/KAFKA-5038-trunk",1
"KAFKA-12154; Raft Snapshot Loading API (#10085)Implement Raft Snapshot loading API.1. Adds a new method `handleSnapshot` to `raft.Listener` which is called whenever the `RaftClient` determines that the `Listener` needs to load a new snapshot before reading the log. This happens when the `Listener`'s next offset is less than the log start offset also known as the earliest snapshot.2.  Adds a new type `SnapshotReader<T>` which provides a `Iterator<Batch<T>>` interface and de-serializes records in the `RawSnapshotReader` into `T`s3.  Adds a new type `RecordsIterator<T>` that implements an `Iterator<Batch<T>>` by scanning a `Records` object and deserializes the batches and records into `Batch<T>`. This type is used by both `SnapshotReader<T>` and `RecordsBatchReader<T>` internally to implement the `Iterator` interface that they expose. 4. Changes the `MockLog` implementation to read one or two batches at a time. The previous implementation always read from the given offset to the high-watermark. This made it impossible to test interesting snapshot loading scenarios.5. Removed `throws IOException` from some methods. Some of types were inconsistently throwing `IOException` in some cases and throwing `RuntimeException(..., new IOException(...))` in others. This PR improves the consistent by wrapping `IOException` in `RuntimeException` in a few more places and replacing `Closeable` with `AutoCloseable`.6. Updated the Kafka Raft simulation test to take into account snapshot. `ReplicatedCounter` was updated to generate snapshot after 10 records get committed. This means that the `ConsistentCommittedData` validation was extended to take snapshots into account. Also added a new invariant to ensure that the log start offset is consistently set with the earliest snapshot.Reviewers: dengziming <swzmdeng@163.com>, David Arthur <mumrah@gmail.com>, Jason Gustafson <jason@confluent.io>",5
"KAFKA-48 Patch to add ""long poll"" support to fetch requests. git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1332413 13f79535-47bb-0310-9956-ffa450edef68",1
"KAFKA-9971: Error Reporting in Sink Connectors (KIP-610) (#8720)Implementation for KIP-610: https://cwiki.apache.org/confluence/display/KAFKA/KIP-610%3A+Error+Reporting+in+Sink+Connectors based on which sink connectors can now report errors at the final stages of the stream that exports records to the sink system. This PR adds the `ErrantRecordReporter` interface as well as its implementation - `WorkerErrantRecordReporter`. The `WorkerErrantRecordReporter` is created in `Worker` and brought up through `WorkerSinkTask` to `WorkerSinkTaskContext`. An integration test and unit tests have been added.Reviewers: Lev Zemlyanov <lev@confluent.io>, Greg Harris <gregh@confluent.io>, Chris Egerton <chrise@confluent.io>, Randall Hauch <rhauch@gmail.com>, Konstantine Karantasis <konstantine@confluent.io>",5
"KAFKA-10705: Make state stores not readable by others (#9583)Change permissions on the folders for the state store so they're no readable or writable by ""others"", but still accessible by owner and group members.Reviewers: Bruno Cadonna <bruno@confluent.io>,  Walker Carlson <wcarlson@confluent.io>, Anna Sophie Blee-Goldman <ableegoldman@apache.org>",5
"MINOR: KIP-584: Remove admin client facility to read features from controller (#9536)In this PR, I have eliminated the facility in Admin#describeFeatures API and it's implementation to be able to optionally send a describeFeatures request to the controller. This feature was not seen to be particularly useful, and besides it also poses some hindrance to post KIP-500 world where no client would be able to access the controller directly.Reviewers: Chia-Ping Tsai <chia7712@gmail.com>, Jun Rao <junrao@gmail.com>",1
"KAFKA-4066; Fix NPE in consumer due to multi-threaded updatesAuthor: Rajini Sivaram <rajinisivaram@googlemail.com>Reviewers: Jason Gustafson <jason@confluent.io>, Ismael Juma <ismael@juma.me.uk>Closes #1763 from rajinisivaram/KAFKA-4066",5
MINOR: Rename package `internal` to `internals` for consistency (#5137),5
"KAFKA-2641; Upgrade path for ZK authenticationThis pull request adds a configuration parameter and a migration tool. It is also based on pull request #303, which should go in first.Author: flavio junqueira <fpj@apache.org>Author: Flavio Junqueira <fpj@apache.org>Author: Ismael Juma <ismael@juma.me.uk>Reviewers: Ismael Juma <ismael@juma.me.uk>, Jun Rao <junrao@gmail.com>Closes #313 from fpj/KAFKA-2641",2
KAFKA-9779: Add Stream system test for 2.5 release (#8378)Reviewer: Matthias J. Sax <matthias@confluent.io>,5
"MINOR: Cluster file generator should produce valid jsonThis way, if the ${KAFKA_NUM_CONTAINERS} is changed in docker/run_tests.sh, the json is still validAuthor: Emanuele Cesena <emanuele.cesena@gmail.com>Reviewers: Ewen Cheslack-Postava <ewen@confluent.io>Closes #2370 from 0x0ece/patch-1",5
"KAFKA-5179; Log connection termination during authenticationAuthor: Rajini Sivaram <rajinisivaram@googlemail.com>Reviewers: Ismael Juma, Jun RaoCloses #2980 from rajinisivaram/KAFKA-5179",5
"MINOR: Fix small typo in main README (#7779)Fixed a small typo in the main README file (""They are also are printed"" --> ""They are also printed"").Reviewers: Manikumar Reddy <manikumar.reddy@gmail.com>",2
MINOR: Adding kafka-storage.bat file (similar to kafka-storage.sh) for windows. (#11816)Reviewers: Jun Rao <junrao@gmail.com>,2
Minor fix: Turning on TCP NODELAY in the Simple Consumer. This fix has a significant impact on single fetch request performance from a latency standpointgit-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1339944 13f79535-47bb-0310-9956-ffa450edef68,1
ZookeeperConsumerConnector needs to connect to new leader after leadership change; patched by Jun Rao; reviewed by Joel Koshy; KAFKA-362git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/branches/0.8@1360261 13f79535-47bb-0310-9956-ffa450edef68,4
"MINOR: Adding secondary nav to Streams webpageAdded secondary navigation to Streams sub-pages: - quickstart.html - core-concepts.html - developer-guide.html - tutorial.htmlAuthor: Manjula K <manjula@kafka-summit.org>Reviewers: Joel Hamill <joel-hamill@users.noreply.github.com>, Guozhang Wang <wangguoz@gmail.com>Closes #4222 from manjuapu/streams-nav",1
"KAFKA-4656; Improve test coverage of CompositeReadOnlyKeyValueStoreAuthor: Jeyhun Karimov <je.karimov@gmail.com>Reviewers: Matthias J. Sax <matthias@confluent.io>, Eno Thereska <eno.thereska@gmail.com>, Damian Guy <damian.guy@gmail.com>Closes #3292 from jeyhunkarimov/KAFKA-4656",4
A tool to UPDATE Zookeeper partition-offset with input from a file; patched by John Fung; reviewed by Jun Rao; KAFKA-255git-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1291536 13f79535-47bb-0310-9956-ffa450edef68,1
"KAFKA-8972 (2.4 blocker): bug fix for restoring task (#7617)This is a typo bug which is due to calling a wrong map.Reviewers: A. Sophie Blee-Goldman <sophie@confluent.io>, Guozhang Wang <guozhang@confluent.io>",5
"KAFKA-8945/KAFKA-8947: Fix bugs in Connect REST extension API (#7392)Fix bug in Connect REST extension API caused by invalid constructor parameter validation, and update integration test to play nicely with JenkinsFix instantiation of TaskState objects by Connect framework.Author: Chris Egerton <chrise@confluent.io>Reviewers: Magesh Nandakumar <mageshn@confluent.io>, Randall Hauch <rhauch@gmail.com>",5
"KAFKA-702 Deadlock between request handler/processor threads; reviewed by Neha Narkhede, Jun Rao",0
"KAFKA-7082: Concurrent create topics may throw NodeExistsException (#5259)This is an unexpected exception so `UnknownServerException`is thrown back to the client.This is a minimal change to make the behaviour match `ZkUtils`.This is better, but one could argue that it's not perfect. A moresophisticated approach can be tackled separately.Added a concurrent test that fails without this change.Reviewers: Jun Rao <junrao@gmail.com>",4
"KAFKA-13137; KRaft Controller Metric MBean names incorrectly quoted (#11131)Controller metric names that are in common between the ZooKeeper-based and KRaft-based controller must remain the same, but they were not in the AK 2.8 early access release of KRaft. For example, the non-KRaft MBean name `kafka.controller:type=KafkaController,name=OfflinePartitionsCount` incorrectly became `""kafka.controller"":type=""KafkaController"",name=""OfflinePartitionCount""` (note the added quotes and the lack of plural).  This patch fixes the issues, closes the test gap that allowed the divergence to occur, and adds de-registration logic to remove the metrics when the controller is closed (this logic was missing).Reviewers: Luke Chen <showuon@gmail.com>, Jason Gustafson <jason@confluent.io>",5
"KAFKA-3470: treat commits as member heartbeatsAuthor: Jason Gustafson <jason@confluent.io>Reviewers: Ismael Juma <ismael@juma.me.uk>, Guozhang Wang <wangguoz@gmail.com>Closes #1206 from hachikuji/KAFKA-3470",5
"KAFKA-12782: Fix Javadocs generation by upgrading JDK (#10780)This, upgrades JDK to version 15 for the docs generation, this way wecan circumvent bug https://bugs.openjdk.java.net/browse/JDK-8215291present in JDK11Reviewers: Ismael Juma <ismael@juma.me.uk>",0
KAFKA-6938: Add documentation for accessing Headers on Kafka Streams Processor API (#5128)Reviewers: Guozhang Wang <wangguoz@gmail.com>,2
"MINOR: Use `Topic::isInternalTopic` instead of directly checking (#7047)We don't allow changing number of partitions for internal topics. To doso we check if the topic name belongs to the set of internal topicsdirectly instead of using the ""isInternalTopic"" method. This breaks theencapsulation by making client aware of the fact that internal topicshave special names.This is a simple change to use the method `Topic::isInternalTopic`method instead of checking it directly in ""alterTopic"" command. Wealso reduce visibility to `Topic::INTERNAL_TOPICS` to avoid unnecessary reliance on it in the future.Reviewers: Jason Gustafson <jason@confluent.io>",5
MINOR: Remove unused TopicAndPartition usage in tests (#5419)Also replace `TopicAndPartition` with `TopicPartition` in `MetadataCache`.Reviewers: Ismael Juma <ismael@juma.me.uk>,5
"KAFKA-9711 The authentication failure caused by SSLEngine#beginHandshake is not properly caught and handled (#8287)SSLEngine#beginHandshake is possible to throw authentication failures (for example, no suitable cipher suites) so we ought to catch SSLException and then convert it to SslAuthenticationException so as to process authentication failures correctly.Reviewers: Jun Rao <junrao@gmail.com>",0
"KAFKA-2071: Replace Producer Request/Response with their org.apache.kafka.common.requests equivalentsThis PR replaces all occurrences of kafka.api.ProducerRequest/ProducerResponse by their common equivalents.Author: David Jacot <david.jacot@gmail.com>Reviewers: Grant Henke <granthenke@gmail.com>, Ismael Juma <ismael@juma.me.uk>, Ewen Cheslack-Postava <ewen@confluent.io>Closes #110 from dajac/KAFKA-2071",5
"KAFKA-1044; Eliminate direct and non-optional log4j references from `core`Use slf4j (via scala-logging) instead. Also:- Log4jController is only initialised if log4j if in the classpath- Use FATAL marker to support log4j's FATAL level (as the log4j-slf4j bridge does)- Removed `Logging.swallow` in favour of CoreUtils.swallow, which logs to thecorrect loggerAuthor: Viktor Somogyi <viktor.somogyi@cloudera.com>Reviewers: Ismael Juma <ismael@juma.me.uk>Closes #3477 from viktorsomogyi/KAFKA-1044",2
MINOR: Add offset information to consumer_test error messagesAuthor: Jason Gustafson <jason@confluent.io>Reviewers: Ismael Juma <ismael@juma.me.uk>Closes #2426 from hachikuji/improve-consumer-test-error-messages,3
MINOR: Use static imports in KafkaLog4jAppenderInstead of redefining the constants.Author: Kamal C <kamal.chandraprakash@gmail.com>Reviewers: Ismael Juma <ismael@juma.me.uk>Closes #3349 from Kamal15/log4j2,2
"KAFKA-5227; Remove unsafe assertion, make jaas config saferAuthor: Rajini Sivaram <rajinisivaram@googlemail.com>Reviewers: Ismael Juma <ismael@juma.me.uk>Closes #3037 from rajinisivaram/KAFKA-5227",5
"MINOR: Clarify log deletion configuration options in server.propertiesI spent a bit of time tracking down why files were being deleted before they reached log.retention.hours of age. It turns out that the time and size log retention schemes function independently, and not as the original comment ""The minimum age of a log file to be eligible for deletion"" might indicate to a new user.Author: Mark Rose <markrose@markrose.ca>Reviewers: Guozhang Wang <wangguoz@gmail.com>Closes #28 from MarkRose/fix_misleading_configuration_file_for_trunk",5
KAFKA-2894: WorkerSinkTask should rewind offsets on rebalanceAuthor: Konstantine Karantasis <k.karantasis@gmail.com>Reviewers: Ewen Cheslack-Postava <ewen@confluent.io>Closes #1771 from kkonstantine/KAFKA-2894-rewind-offsets-on-rebalance,1
"KAFKA-6661: Ensure sink connectors don’t resume consumer when task is pausedChanged WorkerSinkTaskContext to only resume the consumer topic partitions when the connector/task is not in the paused state.The context tracks the set of topic partitions that are explicitly paused/resumed by the connector, and when the WorkerSinkTask resumes the tasks it currently resumes all topic partitions *except* those that are still explicitly paused in the context. Therefore, the change above should result in the desired behavior.Several debug statements were added to record when the context is called by the connector.This can be backported to older releases, since this bug goes back to 0.10 or 0.9.Author: Randall Hauch <rhauch@gmail.com>Reviewers: Ewen Cheslack-Postava <ewen@confluent.io>Closes #4716 from rhauch/kafka-6661",5
MINOR: Use Scala Future in CoreUtils testAlso rename UtilsTest to CoreUtilsTest and notethat `getOrElseUpdate` has the right behaviourin Scala 2.12.Author: Ismael Juma <ismael@juma.me.uk>Reviewers: Rajini Sivaram <rajinisivaram@googlemail.com>Closes #4142 from ijuma/use-scala-futures-in-core-utils-test,3
"KAFKA-2715: Removed previous system_test folderewencp Nothing too complicated hereAuthor: Geoff Anderson <geoff@confluent.io>Reviewers: Ewen Cheslack-Postava, Gwen ShapiraCloses #392 from granders/minor-remove-system-test",5
"MINOR: update new version in additional placesNote: This goes only to trunk. 0.10.0 branch will need a separate PR with different versions.Author: Gwen Shapira <cshapi@gmail.com>Reviewers: Ismael Juma <ismael@juma.me.uk>, Ewen Cheslack-Postava <ewen@confluent.io>Closes #1109 from gwenshap/minor-fix-version-trunk",0
"MINOR: Introduce KafkaBroker trait for use in dynamic reconfiguration (#10019)Dynamic broker reconfiguration needs to occur for both ZooKeeper-basedbrokers and brokers that use a Raft-based metadata quorum.  DynamicBrokerConfigcurrently operates on KafkaServer, but it needs to operate on BrokerServer(the broker implementation that will use the Raft metadata log) as well.This PR introduces a KafkaBroker trait to allow dynamic reconfiguration towork with either implementation.Reviewers: José Armando García Sancio <jsancio@gmail.com>, Colin Patrick McCabe <cmccabe@confluent.io>, Ismael Juma <ismael@juma.me.uk>",5
"KAFKA-10357: Extract setup of repartition topics from Streams partition assignor (#9848)KIP-698: extract the code for the setup of the repartition topics from the Streams partition assignor so that it can also be called outside of a rebalance.Reviewers: Leah Thomas <lthomas@confluent.io> , Guozhang Wang <guozhang@confluent.io>, Anna Sophie Blee-Goldman <ableegoldman@apache.org>",5
"MINOR: Update JUnit to 4.13 and annotate log cleaner integration test (#6248)JUnit 4.13 fixes the issue where `Category` and `Parameterized` annotationscould not be used together. It also deprecates `ExpectedException` and`assertThat`. Given this, we:- Replace `ExpectedException` with the newly introduced `assertThrows`.- Replace `Assert.assertThat` with `MatcherAssert.assertThat`.- Annotate `AbstractLogCleanerIntegrationTest` with `IntegrationTest` category.Reviewers: Ewen Cheslack-Postava <ewen@confluent.io>, David Arthur <mumrah@gmail.com>",5
MINOR: Use .asf.yaml to direct github notifications to JIRA and mailing lists (#8521)Reviewers: Ismael Juma <ismael@juma.me.uk>,1
"KAFKA-5708; Upgrade Jackson from 2.8.5 to 2.9.1Jackson release notes:- https://github.com/FasterXML/jackson/wiki/Jackson-Release-2.8- https://github.com/FasterXML/jackson/wiki/Jackson-Release-2.9Author: dejan2609 <dejan2609@gmail.com>Reviewers: Ewen Cheslack-Postava <me@ewencp.org>, Ismael Juma <ismael@juma.me.uk>Closes #3631 from dejan2609/jackson-upgrade",5
"KAFKA-3409: handle CommitFailedException in MirrorMakerAuthor: Jason Gustafson <jason@confluent.io>Reviewers: Ismael Juma, Ashish Singh, Guozhang WangCloses #1115 from hachikuji/KAFKA-3409",5
MINOR: Remove multi-byte charactor in docsThere are multi-byte characters In quickstart.html and security.html.This PR will fix it.Author: Sasaki Toru <sasakitoa@nttdata.co.jp>Reviewers: Grant HenkeCloses #897 from sasakitoa/remove_multi_byte_character,4
"KAFKA-9623: Keep polling until the task manager is no longer rebalancing in progress (#8190)This bug is found via the flaky SmokeTestDriverIntegrationTest. Without this PR the test fails every 3-4 times, after this issue is fixed we've run the test 20+ locally without error.Reviewers: A. Sophie Blee-Goldman <sophie@confluent.io>, John Roesler <john@confluent.io>",5
"KAFKA-5522; ListOffsets should bound timestamp search by LSO in read_committedAuthor: Jason Gustafson <jason@confluent.io>Reviewers: Ismael Juma <ismael@juma.me.uk>, Apurva Mehta <apurva@confluent.io>, Guozhang Wang <wangguoz@gmail.com>Closes #3456 from hachikuji/KAFKA-5522",5
Improve the command line tools in the bin directory to use the compression feature correctly; KAFKA-112; patched by nehanarkhede; reviewed by junraogit-svn-id: https://svn.apache.org/repos/asf/incubator/kafka/trunk@1160529 13f79535-47bb-0310-9956-ffa450edef68,1
"MINOR: optimize performAssignment to skip unnecessary check (#11218)Found this while reading the code. We did a ""a little heavy"" check each time after performing assignment, which is to compare the ""assigned topics"" set and the ""subscribed topics"" set, to see if there's any topics not existed in another set. Also, the ""assigned topics"" set is created by traversing all the assigned partitions, which will be a little heavy if partition numbers are large.However, as the comments described, it's a safe-guard for user-customized assignor, which might do assignment that we don't expected. In most cases, user will just use the in-product assignor, which guarantee that we only assign the topics from subscribed topics. Therefore, no need this check for in-product assignors.In this PR, I added an ""in-product assignor names"" list, and we'll in consumerCoordinator check if the assignor is one of in-product assignors, to decide if we need to do the additional check. Also add test for it.Reviewers: Anna Sophie Blee-Goldman <ableegoldman@apache.org>, Guozhang Wang <guozhang@confluent.io>",5
KAFKA-1328 New consumer APIs; reviewed by Jun Rao and Guozhang Wang,1
"KAFKA-5037: Fix infinite loop if all input topics are unknown at startup1. At the beginning of assign, we first check that all the non-repartition source topics are included in the metadata. If not, we log an error at the leader and set an error in the Assignment userData bytes, indicating that leader cannot complete assignment and the error code would indicate the root cause of it.2. Upon receiving the assignment, if the error is not NONE the streams will shutdown itself with a log entry re-stating the root cause interpreted from the error code.Author: tedyu <yuzhihong@gmail.com>Reviewers: Matthias J. Sax <mjsax@apache.org>, Guozhang Wang <wangguoz@gmail.com>Closes #5322 from tedyu/trunk",1
