commit_msg,labels
"[Relay][Frontend][TFLite] frontend operator support: batch_to_space_nd, space_to_batch_nd (#3850)* Fix unittest* Fix pylint error: Line 915 too long* Fix the conflicting files* frontend operator support: space_to_batch_nd* add test case for frontend operator support: space_to_batch_nd* add test case for frontend operator support: space_to_batch_nd* frontend operator support: space_to_batch_nd* Fix ValueError: don't know how to convert type <class 'numpy.ndarray'> to node",0
add bc for gfx1010 (#3984),1
Enable miopen Group Convolution (#3987)* enable group conv through miopen* linter fix,0
Add docs for analysis namespace (#3985),1
Add operator `isnan` (#3979)* add expr `isnan`* move to intrinsic* doc & add to topi* fix error from ci,0
Qnn fully connected (#3910)* Qnn Dense layer.* Reformatting code.* Reformatting code and making the test case more readable.* Fixing lint issues.* Fixing test method names to pass the nose related configurations.* Aligning the code for code style.,0
"[Rust] Fixes ""common"" sub crate using nightly and master (#3965)",0
[QNN] Fix padding changes due to #3739 (#3989),0
[DOC] Add test script starter command to document (#3993),1
[Relay][Frontend][ONNX] Add Erf to ONNX frontend (#3988)* Add Erf to ONNX frontend* dummy change to retrigger CI,1
Add type solver unit tests for unifying quantified funcs (one bug found) (#3947),0
[Relay] Add new IR pass CombineParallelDense (#3862)* Refactor to create abstract ParallelOpCombiner* First draft of CombineParallelDense* Begin to work on tests* Test* Refactor to move out more common code* Clean up* Fix* Remove statics* fix wording* Start to add combine_parallel_op_batch* Resolve PR comments* Resolve PR comments* dummy change to retrigger CI* Change special case from bias_add to add* Revert special case change* Ignore units check* dummy change to retrigger CI* dummy change to re-trigger CI* Improve docs* Update docs* Update docs,0
add parser support for TANH tflite operator (#3996),1
[ARITH] Explicitly state truncdiv/mod in pattern matching. (#3986)* [ARITH] Explicitly state truncdiv/mod in pattern matching.* Fix the dependent cpp test,0
"Changes to make tensorize work. These changes also fix the previously broken test. (#3981)* Changes to make tensorize work. These changes also fix the previouslybroken test.Summary:Tensorize was breaking  for a few reasons.1)Assert at: src/op/tensorize.cc:234 CHECK(is_one(e.region[j]->extent))In some cases this cannot be proven, e.g.:expected shape=[16, 4], given region=[range(min=((ax1.outer*16)/16), ext=(((((ax1.outer*16) + 15)/16) + 1) - ax1.outer)), range(min=((k.outer*4)/4), ext=(((((k.outer*4) + 3)/4) + 1) - k.outer)), range(min=0, ext=16), range(min=0, ext=4)]The unprovable one is: ext=(((((ax1.outer*16) + 15)/16) + 1) - ax1.outer)).This can be simplified but it is not because to simplify divide, it mustprove ax1.outer > 0 and since it is var it cannot. The fix for this tojust find all the vars in expr in relace them with some const value.2) Equivalence between tensorized expr and one being asked to tensorize. For example,the error would be.TVMError: Check failed: Equal(lhs, rhs):Failed to match the compute with TensorIntrin tensor_intrin's declarationprovided= reduce(combiner=comm_reducer(result=[(x + y)], lhs=[x], rhs=[y], identity_element=[(int16)0]), source=[(int16(data(k))*int16(kernel(((((((((k.outer.outer*64) + (k.outer.inner*2)) + k)/2)*128) + i) - (k.outer.inner*128)) - (k.outer.outer*4096)), ((((k.outer.outer*64) + (k.outer.inner*2)) + k) % 2))))], axis=[iter_var(k, range(min=0, ext=2))], where=(bool)1, value_index=0),intrin=  reduce(combiner=comm_reducer(result=[(x + y)], lhs=[x], rhs=[y], identity_element=[(int16)0]), source=[(int16(data(k))*int16(kernel(i, k)))], axis=[iter_var(k, range(min=0, ext=2))], where=(bool)1, value_index=0)Difference is mainly in the source part:source=[(int16(data(k))*int16(kernel(((((((((k.outer.outer*64) + (k.outer.inner*2)) + k)/2)*128) + i) - (k.outer.inner*128)) - (k.outer.outer*4096)), ((((k.outer.outer*64) + (k.outer.inner*2)) + k) % 2))))]source=[(int16(data(k))*int16(kernel(i, k)))], axis=[iter_var(k, range(min=0, ext=2))]This was not being simpifiled due to compute_intrin_iter_space (map foriter var to range) not containing leaf iter vars.3) Here it fails with:Check failed: is_one(Simplify(value->shape[i])): Argument b_buffer shape mismatch[16, 4] vs [(((((ax1.outer*16) + 15)/16) + 1) - ax1.outer), (((((k.outer*4) + 3)/4) + 1) - k.outer), 16, 4]This is in buffer binding where it thinks expected and buffer boundshape is different. Although if we could simplify expr, this would notbe the case.Test Plan:On skylake avx512 machine:python tests/python/contrib/test_gemm_acc16.pyReviewers:Subscribers:Tasks:Tags:* Implemented bounded analyzer which traverses tree and for reduce/forstatements binds the bound of the analyzer. Later this is used tosimplify expressions. Inspired from ir_mutator_with_analyzerSummary:Test Plan:Reviewers:Subscribers:Tasks:Tags:* Addressed comments.Summary:Test Plan:Reviewers:Subscribers:Tasks:Tags:* Added ASF header + define macro for the header file: TVM_ARITHMETIC_IR_VISITOR_WITH_ANALYZER_H_Some lint fixes as well.* Relax the assumption that dom_map must always contain all leaf itervars.Summary:Test Plan:Reviewers:Subscribers:Tasks:Tags:* Disable copy constructor and move to raw ptr.Summary:Test Plan:Reviewers:Subscribers:Tasks:Tags:",0
add parser support for GREATER tflite operator (#3963)add test for GREATER,1
[COMMUNITY] @yongwww-> reviewer (#3997),3
Added tesnorizeation for avx2 based gemm. (#3982)* Added tesnorizeation for avx2 based gemm.Summary:Tensorized the same region as avx512. Names produce 16x1 int32 results.Does by doing two sets of AVX2 instructions to do reduction on 8x4 int8kernel with 1x4 data.Test Plan:on avx2 machine:python tests/python/contrib/test_gemm_avx2_acc32.pyReviewers:Subscribers:Tasks:Tags:* Fix lint errors. Removed commented out code.Summary:Test Plan:Reviewers:Subscribers:Tasks:Tags:,0
Change Vivado install instructions to version 2018.3 (#4003),2
Expose llvm.nearbyint intrinsic. This is a faster alternate to rounding. (#4001)* Expose llvm.nearbyint intrinsic. This is a faster alternate to rounding.Summary:Test Plan:Reviewers:Subscribers:Tasks:Tags:* Added python binding. Added test.Summary:Test Plan:Reviewers:Subscribers:Tasks:Tags:,1
[ARITH] Refactor to use explicit div/mod functions instead of operators. (#4000)* [ARITH] Use explicit div/mod functions instead of operators.* fix pooling case,0
remove FLOP computation for 3rd party lib call (#4005),4
"Revert ""Added tesnorizeation for avx2 based gemm. (#3982)"" (#4007)This reverts commit 23727eb49ea71609fc29963b996a68a14fddf79c.",1
"[TOPI] Move conv2d spatial pack schedule to dedicated file (#3972)More schedules are making the conv2d.py file too large, sowe'd like to move the spatial pack schedule to dedicated filebefore introducing NHWC schedule. No logic change in this patch.",2
[RELAY]impose a max op limit to the op fusion pass (#4002)* impose a max op limit to op fusion* use cross platform data type,4
[TOPI][x86] Introduce schedule_injective_from_existing and unify external schedules for all targets (#3983)* Fix extern schedule for x86* Register x86::schedule_extern* Fix* Fix* Replace extern.py with extern.h* Introduce new generic function schedule_injective_from_existing* Fix* Fix* Add back to C++* Fix style* Injective schedule calls local schedule_injective_from_existing* Fix* Remove target arg from schedule_injective_from_existing* Fix docs* Try to fix unit test* Fix test* Fix other tests* Fix bug,0
[QNN][Conv2D] Optimize lowering. (#4006),5
hide psutil (#4013),5
"Exposed lowered func to c++ API. (#4012)So that you can use: `build_mod_.GetFunction(""get_lowered_funcs"", false);`to get lowered_funcs.Summary:Test Plan:Reviewers:Subscribers:Tasks:Tags:",3
[ARITH] Use explicit div mode in python. (#4014),5
[Fix]use a more intuitive way to limit the #ops in a group (#4018)* use a more intuitive way to limit the #ops in a group* format,0
[DOCKER] make demo images consistent with ci images when possible. (#4024),5
[Rust] Fix issue with CPP enums. (#4019),0
docs: minor spelling tweaks (#4027),2
Additional MXNet Convolution and Deconvolution tests (#4026)Add different batch sizes and channel numbers toMXNet Convolution and Deconvolution tests.,1
Add parser support for ReLU tflite operator (#4022),1
[Fix] Add more pad_mode support for onnx converter (#4029)* [Fix] Add more pad_mode support for onnx converter* robustness fix,0
[ARITH] cleanup the indexmod/div on python side (#4028),5
[AUTOTVM][DOCS] Add a link to the defining network description of auto-tuning tutorial (#4023)* [AUTOTVM][DOCS] Add a link to autoTVM tutorial to direct the details of building NN with relay* [AUTOTVM][DOCS] Add a link to autoTVM tutorial to direct the details of building NN with relay,1
make tvm compilable by gcc 4.9.2 (#4032)please see https://stackoverflow.com/a/26949099,5
"[Relay] Move prelude to text format (#3939)* Fix parser* Doc fix* Add module utility functions necessary for prelude* Implement prelude in text format* Remove programmatically constructed prelude defs* Fix 0-arity type conses in pretty printer and test* Make prelude loading backwards-compatible* Fix patterns* Improve some prelude defs* Fix `ImportFromStd`It needs to also follow the ""add unchecked, add checked"" pattern* Lint roller* Woops* Address feedback* Fix `test_list_constructor` VM test* Fix `test_adt.py` failures",0
[ARITH] migrate indexdiv/mod to floordiv/mod (#4008),5
Add dmlc-core to the list of installed header directories. (#4035)There are dependencies on dmlc-core in TVM public API headers(e.g. some headers include dmlc/logging.h) so it needs to be installedas part of TVM for TVM headers to be actually usable.,1
[Relay][Compile_engine] Int64 shape handling for outputs. (#4031),5
[QNN] Renaming dense operator. (#4033),5
[COMMUNITY] anijain2305 -> reviewer (#4036),3
"[topi] add ARM v8.2 udot (uint8) support (#3978)* [topi] add ARM v8.2 udot (uint8) support* fix test case* fix common conv2d schedule* add back fp32_time in test* fix lint* fix doc, add support for int32_lanes=4, signed int* fix lint* add ic_bn % 4 checker in schedule",0
[TOPI]Add op argwhere (#3994)* Add op argwhere* Move shape func to _algorithm.py* Add lint rule* Raise exception if rank is not supportted* move argwhere to transform* Add argwhere example* Fix lint* Add 1-d support* cleanup* Add more dtype support* CR comment* Improve error message* Docs* raise exception,0
[COMMUNITY] ajtulloch -> committer (#4043),3
Fix split's last factor issue (#4044),0
[TF][Op] Op where (#4045)* [TF][Op] Add TF op Where* improve tests* add tests for vm,1
[RELAY/PASS] Fix the extent for the post_stmt in the loop partition (#3734),0
[QNN][Relay] Calling Dialect passes from inside Relay Build API. (#3971),2
[Relay][Op] Add instance norm op (#4004)* [Relay][Op] Add instance norm op* mend[Relay][Op] Add instance norm op,1
[Relay][TopHub] Add switch to disable TopHub download (#4015),1
[llvm] switch to use Align for llvm trunk (#4051),5
[Relay][Training] Add gradient for Crossentropy (#3925)* savesaveredo max testsaveaddress commentfix* address comment* increase rtol* address review comment,0
[Bugfix] Fix target host for vm compiler (#4057)* fix* tweak,0
[Relay][VM] Add autotvm context when compile (#4062),1
[Relay][VM] Add more passes to VMCompiler (#4058)* [Relay][VM] Add more passes to VMCompiler* Check build config* Add todo,1
[Bugfix][TF] reset graph after getting tag of savedmodel (#4055)@zhiics @icemelon9,0
"Add parses support for zeros_like tflite operator (#4042)The tensorflow zeros_like operation provided in array_ops.py produces directly a tensor with zeroswithout a graph, using only the shape and type of the input. This imposes the use of gen_array_ops.pythat produces both a tensor and a graph so a comparison between tflite and tvm can be done.",1
[Relay][AlterOp] Improving support for broadcast layout alteration. (#4040),5
[Relay][AlterOp] Minor refactor. (#4064),5
dicrease the complexity of CalcDep from exponential to linear (#4053),5
[DOC] Fix typos in tutorials (#4066)fix some typos,0
Add gradient for log-softmax (#4069),1
"Hide symbols from dependent libraries if HIDE_PRIVATE_SYMBOLS is ON. (#4041)In current implementation HIDE_PRIVATE_SYMBOLS hides symbols from TVMitself but not from its dependent libraries. This is problematic whenother third-party libraries with the same symbols are linked to thesame executable.One example is using TVM with Mesa OpenCL drivers: they depend on LLVMand load its shared libraries with RTLD_GLOBAL flag, which results inconflicts with LLVM symbols that TVM uses. Arguably this particularissue belongs to Mesa (here's their tracking bug:https://gitlab.freedesktop.org/mesa/mesa/issues/236) but in generalthat's the right thing to do regardless of this particular bug.Note that I'm not enabling this functionality for Darwin as in myearlier tests their linker didn't seem to understand ""--exclude-libs""(but I don't have test platform ATM to double-check).",0
Fix match case in Python-side expr functor (#4037),0
[QNN] Refactor fixed point multiplication in requantize (#4073),0
[Fix][VM] Fix VM invoke with set_params (#4079)* Fix VM invoke with set_params* add test* tweak,0
[AlterOpLayout][x86] NHWC to NCHWc conv support. (#4080),5
[CodeGen] Disable -mfloat-abi hard option for LLVM < 6.0 (#4071)The -mfloat-abi hard option does not work for LLVM < 6.0 as it is ignored.This adds a fatal error when using unsupported LLVM versions so that the failureis not silent.,0
"[VTA] hotfix for de10-nano driver (#4081)Issue:git clone latest TVM/VTA and run VTA on xilinx FPGA board, applicationcrashed due to the ""call stack overflow"" which caused by a infinite recursivefunction call. this issue ever happen before and get addressed by PR 3843.Analysis:seems like de10-nano driver PR  used old code base then the  logic changeof 3843 get eliminated.Solution:add the logic back.",0
Fix wrong n_trial number in autotvm tutorials' progress bar (#4070)if n_trial is larger then config space.,0
[ARITH] Add floordiv for the deduce bound (#4025)Use fdiv in the tests for the deduce_bound,1
[topi] enable fp16 sort for arm (#4084),5
[TOPI][X86] Pool operator parallel support. (#4090),5
[relay] Small refactor for context (#4091),5
"[TVM] Rewrite simplification rule to eliminate unnecessary conditionals. (#4076)The current bounds checking infrastructure inserts checks like:```for (i, 0, bounds[n]) {  if (likely(i < bounds[n]) {     ...  }}```into the TVM IR which is currently not removed by simplification infrastructure.This is a little unclean, as these are trivially true since for a loop var `i`with a given min and extent, we are guaranteed that `i >= min` and `i < min +extent`. Thus, we can insert these checks into the IR and use them to eliminatetrivial bounds checks early on.",2
[TOPI] Add valid auto tvm for Intel Graphics (#4078)* add valid autotune* fix pylint,0
[Relay][VM] Fix constant folding issue in VM compiler (#4077)* [Relay][VM] Fix constant folding issue in VM compiler1. allow pass params when compile a module2. enhance profiler robustness* remove dead code* fix lint* add get_params* fix test* don't pass params back* remove get_params* docs* move compile function to api* compile clashes with builtin name* fix compilation error* remove dead code,0
"[DOCKER] torch install depends on future package (#4098)The torch package depends on the future package but the torch wheeldoes not expose that dependency resulting in an inconsitent install.Ideally the wheel should declare all of its dependencies, I'm not surewhy the packagers have choosen not to do this, for now the simple workaround is to explicitly install the future package.Change-Id: Ic9f0f4bb4c78ab65706fc1b20c1b4fd287856a9e",2
Fixing tensor not found issue in bitserial operator (#4095),0
[Fix] Fix the logic of the number of nodes checking in op fusion (#4074)* move the number of nodes constraint in op fusion up to the dom tree level* add test case of limiting the max number of ops to be fused* uncomment other test cases,0
- Adding support for Mxnet flavored dequantization for both default and using MKLDNN. User can choose between the two at runtime. (#3945)- Added tests for new methods added.,1
correct error (#4093),0
Add a python tutorial of deploying tvm module with tvm runtime only (#4094),1
"[VTA][TSIM] Serial GEMM Application Added (#4082)* app init push* fix on readme* change name, add bit serial explanantion* rm serialLoadMM, change doc* syntax change for readme* add parallel test functionality* fix readme* add python doc* syntax",0
"[TOPI] FIFO buffer op, to accelerate sequence modeling with dilated convolutions (#4039)* Add FIFO buffer op to enable explicit computation re-use in convolution* Add a test* Add end-to-end test with 1D convolution* Add a stub in MXNet frontend* Address reviewer comments* Add back stub for MXNet frontend",1
"[Relay][AlterOp] NHWC to NCHWc support for Pool, pad, concatenate, sum. (#4059)",5
Tutorial: update Building a Graph Convolutional Network tutorial (#4060)* update build_gcn.py tutorialupdates* support bias in GCN layer* download pretrained gcn model* verify model accuracy* use time_evaluator to measure runtime* fix adding bias in gcn layer* remove printing output* fix small bug* add DGL-PyTorch comparison into the build_gcn tutorial* add accuracy testing* adjust import order* handle different dgl versions* update number for dgl version checking,0
force code object v2 for amd gpu backend (#4099),5
[tvm][any] broadcast with values other than one (#3967)* [tvm][any] broadcast with values other than 1* Add test for incompatible runtime values* Remove hybrid script compact buffer binding* retrigger ci,1
[Fix] Fix a few bugs when dtype is fp16 (#4088)* Fix layer norm for fp16* [Fix] Fix arange for fp16* [Fix] Fix mxnet frontend for fp16* [Fix] Fix arange for fp16* remove comments* x* fix nnvm,0
[codegen] Add multiple operands and function support when using fp16 compilation (#4056)* overload half operators for cuda codegen* add float16 te test_op_level1* fix test_op_level1.py* fix lint* disable fp16 test if gpu does not support* disable fp16 test if gpu does not support* bypass float16 test if gpu does not support float16,0
adding soiferj to the list of reviewers (#4108),1
Add parser support for CAST tflite operator (#4096)This implementation provides cast to limited number of dtypesthat tflite currently supports for placeholder op. Add INT64 in thepossible dtypes as it appears to be supported accrording to tlfite schema.,1
add dependency of compilation with LLVM (#4117),1
[CI] Update ci-cpu to latest (#4121),1
[QNN][TFLite] Parsing TFLite quantized models. (#3900),5
Revert ci-cpu due to nnpack issue (#4124),5
Update task_cpp_unittest.sh,1
[Relay][Topi] Disable conv NHWC pack int8. (#4038),5
"[RFC][RUNTIME] Introduce new object protocol. (#4115)* [RUNTIME] Introduce new object protocol.This PR introduces a new object protocol to unify the node and object.We also updated the existing runtime::vm code to make use of the new system.Update to the node will be done in a follow up PR.Other changes:- Remove object related code in json serializer as that code logic was not complete  and we have a separate serializer for VM, can revisit later.* address review  comment* Fix the child slot logic",0
"[ARITH] Fix lowering of floormod(x, y) != 0 (#4127)",0
[Relay][AlterOpLayout] NHWC to NCHWc pad operator. (#4103)* [Relay][AlterOpLayout] NHWC to NCHWc pad operator.* Fixing culprit.* Flaky test 1.* Flaky test 2.,0
Fix infer type of kernel in dense. (#4125)* Fix infer type of kernel in dense.* - Moving the check of weight being nullptr up as it is needed in both the branches now.- Adding test case for validating that data dtype and kernel dtypes can be different.* - Fix the dtype check for weight. If the weight is not present then we will use the data dtype.,0
[QNN] Change default rouning to UPWARD. (#4131),4
[Relay][Training] Add and fix gradients (#4126)* add and fix gradients* fix linter issues,0
Adding support for dequantizing from int32 to float32. (#4130),1
Update PULL_REQUEST_TEMPLATE.md,1
"[RUNTIME] Refactor object python FFI to new protocol. (#4128)* [RUNTIME] Refactor object python FFI to new protocol.This is a pre-req to bring the Node system under object protocol.Most of the code reflects the current code in the Node system.- Use new instead of init so subclass can define their own constructors- Allow register via name, besides type idnex- Introduce necessary runtime C API functions- Refactored Tensor and Datatype to directly use constructor.* address review comments",1
[Relay] Improve build error when no lowered funcs are produced (#4132)* Improve build error when no lowered funcs* Switch from fatal to warning,0
[TOPI][x86] Cascade lake support. (#4123)* [TOPI][x86] Cascade lake support.* Jenkins test debug 1.* Testing cascade lake alone.,0
"[DOCKER] Pin torchvision==0.4.1 (#4140)The existing sequence of pip install commands fetches and installstorch==1.0.1.post2 then fetches an unpinned version of torchvision,recent torchvision packages hardwire the specific torch version theydepend on, the overall effect is that we install a pinned torchversion then replace it with whatever version the torchvision packagedepends on.The most recent torchvision==0.4.1 package results in some test casefailures.This patch pins torchvision back to 0.4.0, the most recent versionthat the test suite worked.  Removing the explicit torch installbecause it is implied and pinned as dependency of torchvision.Change-Id: Ib30bf6aed79ff130ea15ef5134fefb0508790574",2
"[PATCH] Fix undefined __floatdihf in libtvmruntime.so on aarch64. (#4119)Arm architecture provides optional FP16 floating point support in two alternative formats, IEEE and an an alternative Arm format.The ACLE (Arm C Language Extension) defined preprocessor symbol __ARM_FP16_FORMAT_IEEE can be used to distinguish between implementations providing IEEE and the Arm alternative format, but cannot, on its own, be used to determined if FP16 HW support is actually present.Testing this preprocessor symbol can lead to undefined __floatdihf at runtime on an aarch64 target where no FP16 HW is present.The relevant preprocessor symbol to determine whether FP16 HW support is present in the target is __ARM_FEATURE_FP16_SCALAR_ARITHMETIC, this symbol implies  __ARM_FP16_FORMAT_IEEE.The relevant preprocessor symbols are defined by the ACLE standard, section 5.5.21 16-bit floating-point data processing operations, https://static.docs.arm.com/101028/0008/Q2-ACLE_2019Q2_release-0008.pdf",0
[relay][vm] Separate VM runtime with executable (#4100)* [relay][vm] Separate VM runtime with executable* Address comments* move ctx back to vm* make only vm related fields and methods protected* integrate seriliaztion/deserialization to executable* create stream,1
[Relay][Frontend][TF] Add tensor array ops (#3798)* [Relay][Frontend][TF] Add tensor array ops* rename* delete test* Move utility function* Refactor* fix tensor array ops* fix test* fix rebase* Fix serializer bug* Improve tf convert name lookup to use prelude api* Fix lint* Fix test,0
Fix typo (#4144),0
[CI] Pin NNPack pthreadtools version (#4152),1
[QNN][TFLite] Parsing QNN Add op. Adding MobilenetV2. (#4142),1
Add lift_if_then_else pass (#3865)* Add LiftIfThenElse pass* Add more comments* Rename and refactor* Add description for internal data structure* Rename a test* Minor change* Address comments* Improve update_for,1
[CI] Update cpu docker (#4153),1
[Refactor] Rename Datatype to ADT (#4156)We think it will reduce the confusion with the meaning.https://discuss.tvm.ai/t/discuss-consider-rename-vm-datatype/4339,5
[Runtime] Enable option to use OpenMP thread pool (#4089),5
"[REFACTOR][NODE][RUNTIME] Move Node to the new Object protocol. (#4161)* [REFACTOR][NODE][RUNTIME] Move Node to the new Object protocol.This PR removes the original node system, and make node as a subclass of Object.This is a major refactor towards a better unified runtime object system.List of changes in the refactor:- We now hide data_ field, use Downcast explicitly to get a sub-class object.- Removed the node system FFI in python.- Removed the node C API, instead use PackedFunc for list and get attrs.- Change relay::Op::set_attr_type_key(attr_key_name) to relay::Op::set_attr_type<AttrType>().  - This change was necessary because of the new Object registration mechanism.  - Subsequent changes to the op registrations  - The change revealed a few previous problems that is now fixed.- Patched up a few missing node type registration.  - Now we will raise an error if we register object that is not registered.- The original node.h and container.h are kept in the same location.- Calling convention: kObjectHandle now equals the old kNodeHandle, kNodeHandle is removed.- IRFunctor now dispatches on ObjectRef.- Update to the new type checking API: is_type, derived_from are replaced by IsInstance.- Removed .hash member function, instead use C++ convention hasher functors.* Address review comments",0
[CI] Move golang tests to the end (#4164),3
Add support for quantized multiply to Relay (#4141)This patch adds multiply operator for quantized tensors.The details of the quantized multiplication are outlinedin the code.This builds on pull request 3927 and includes the changesAnimesh mentions in the comments on that request.Change-Id: I555715b53d0266a91d5c03dc3dfe8fc31e7ce4e1,1
"Fix missspelling (#4166)FIX ""After connecting he usb"" with ""After connecting the usb""",0
[Relay][Pass] Count MAC for BatchMatMul (#4157)* count MAC for BatchMatMul* update doc,1
[Relay][QNN] Add unit test for int8 (#4159)* [bugfix][codegen] fix casting bug in llvm codegen* update example* retrigger ci* check llvm version,0
[relay][vm] Reuse allocated device memory (#4170),5
add missing gradient check to gradient pass (#4169),1
merge extract_from_program and extract_from_multiple_progam (#4173),5
[TOPI] Added support for Mali Bifrost target (#4047),1
[Relay][Frontend][TF] Fix Size operator (#4175)* [Relay][Frontend][TF] Fix Size operator* Uncomment tests,0
[Pass] Remove dead code (#4177),4
[rpc] use callback func to do send & recv (#4147)* [rpc] use callback func to do send & recv. don't get fd from sock as it is deprecated in java* fix java build* fix min/max macro define in windows* keep the old rpc setup for py* add doc for CallbackChannel,0
Add support and testing for tf.assert (as no-op) and tf.no_op to TF Relay frontend. (#4172),1
[DOCS] Add TensorFlow frontend docs (#4154)* Start to update TF frontend docs* Add rst* Remove markdown* Update wording* Resolve comments,1
"Revert ""[Relay][QNN] Add unit test for int8 (#4159)"" (#4192)This reverts commit 6f9d028b80f9e41fd577b5c6a7229cafcfc72173.",1
[cmake][ANTLR] Support setting path to ANTLR jar (#4176)* Support setting path to ANTLR jar* Update comment,1
Split adaptive_pool2d_avg into sum and div (#4186),5
[Documentation]Fix example code in comment of tvm.build_module.build() (#4195)* Fix example code in comment of tvm.build_module.build()* Update build_module.py,0
[relay] use time_evaluator for measurement (#4191),5
Add parser support for SUM tflite operator (#4182),1
[Relay] Fix memory leak in the interpreter (#4155)* savelint* address reviewer comment,0
[TOPI] Tunable Template for Conv2D HWCN on CUDA (#4168)* support conv2d HWCN in AutoTVM and Relay* fix lint* fix comments and unit tests,0
TensorCore Support using Intrinsic (#4136)* add tensor core support* avoid memory bank conflict* fix thread sync & better performance* better performance* add schedule test for conv2d* extend into BatchMatMul* support config fragment shape and layout using intrinsic* add TensorCore tutorial* add int support and fix lint* address comment* add 32*16*8 TensorCore test* fix wmma include logic,0
"[NODE][REFACTOR] Refactor reflection system in node. (#4189)* [NODE][REFACTOR] Refactor reflection system in node.- Removed the old Node, Node is now just an alias of runtime::Object- Introduce ReflectionVTable, a new columnar dispatcher to support reflection  - This allows us to remove vtable from most node objects  - The VisitAttrs are registered via TVM_RESGITER_NODE_TYPE,    they are no longer virtual.- Consolidated serialization and reflection features into node.* Explicit type qualification when calling destructor.* Fix SPIRV, more comments",0
hotfix the ci (#4199),0
[TOPI][x86] Legalize - Support int8xint8 convolution to use VNNI instructions. (#4196),2
[Relay] crossentropy_with_logits and its gradient (#4075)* save* lint,2
[hotfix] missing include headers (#4204),0
"[Relay][Training] Add checkpoint annotation for checkpointing memory optimization (#4146)* add checkpoint annotation for checkpointing memory optimization* add alpha-equivalence checkpoint test and fix gradient type issue* fix build issues* ignore checkpoint annotation when checking missing gradients* refactor, fix checkpoint compute for tuple and add tests",0
[Relay][Params] Add APIs for storing and retrieving parameters from individual functions. (#4194)* Add support for attaching params* Fix types* Fix test,0
[Relay][Frontend][ONNX] Add support for op Where (#4184)* Add support for op Where* Update impl version,1
"[VTA][Chisel] TSIM VTA Source Refactor (#4163)* app init push* fix on readme* change name, add bit serial explanantion* rm serialLoadMM, change doc* syntax change for readme* add parallel test functionality* fix readme* add python doc* syntax* init commit* fix empty line* fix typo",0
[RUNTIME] Separate runtime related contrib into runtime/contrib (#4207),5
Fix type var docs (#4208),0
[Relay] Setting Legalize opt_level to 1. (#4198),5
[TOPI] Fix flaky testcase for check round (#4211),0
[Relay][Op] Enhance Upsample Operator to support float scales   (#4206)* :add scale2 for upsample* update unit test for upsampling* support latest upsample op for multiple frontend* fix lint* fix lint* fix lint* fix lint* update scale description and rebase,0
[Relay][Quantize] Use fixed point mulplications (#4160),0
Update have_int8 condition to run on compute capability 7.x devices (#4214),1
Optimizing autotvm task extraction speed (#4138)* Optimize task extraction speed* correct pylint errors* Delete unused function* remove unnecessary argument* resolve code review comments* corrent cpp lint errors* remove one more graph_json return value* fix test bugs,0
[Relay] Add Python type functor and tests (#4209)* Add Python type functor and tests* Lint roller,1
Fix typo in packed_func.h (#4219),0
Improve the lowering of Qnn Dense (#4213)* [QNN] Improving Dense lowering.* - Moving get_shape method to util- Finalizing the test cases and the code structure for optimized dense computation.* - Fixing cpplint.* - Addressing review comments.* - Renaming the variables correctly.* - Renaming the variables correctly.,0
[ARITH] Fix the rule y < x && x <= y (#4220),0
[PYTHON] Add __init__ to the generated grammar so that it can be installed properly (#4223),1
"[Relay][Frontend][ONNX] New Operators and Opsets to Support BERT (#4197)* Added slice v10* Added constantofshape operation and small refactor.* Finished one_hot implementation.* Reshape working across all bert layers.* Fixed constantofshape and removed code duplication.* onnx model fully ingested.* Working on improving onnx tests.* Changed onnx testing to use onnxruntime instead of caffe2, also formatted.* Add arbitrary output nodes to onnx frontend.* Added v6 tiling for bert squad 8 support.* Small syntax fixes* Reduced code duplication in split opset versions.* Added batch matmul test* Added unstack split testing.* Adde onehot test, needs a little cleanup probably.* Replaced deprecated constant fill with constantofshape and updated tests accordingly.* Added tests for new opset version of slice and tile.* lint clean up* Lint fixes* Changed onnx dependency* Went back to caffe2 runtime for CI integration.* Rebase and small typo/syntax changes.* Added hard casting of onehot attributes to int.",0
[Relay][Topi][TensorFlow][ONNX][Lang] Add support for Any op (#4205)* Add support for Any op* Support ONNX frontend* Add doc* Add to relay docs* Dummy change to retrigger CI,1
[CI] use llvm9 for the gpu tests (#4224)* [CI] use llvm9 for the gpu tests* Update Docker script to support new nvidia docker,1
[Relay] Install Relay Prelude program in package install (#4227),2
[Doc] Update ANTLR instruction (#4231)* [Doc] Update ANTLR instruction* Update docs/install/from_source.rst,1
[CI] Move gpu docker binary to cuda10 (#4229)* [CI] Move gpu docker binary to cuda10* Fix the gcn tutorial,0
Fix typo in get_output doc-string (#4237),0
[CI] Update GPU docker to cuda10 (#4228)* [CI] Update the ci-gpu to use cuda10* [CI] Enforce tensorcore gpu for unittest,1
"[CUDA] Fix fp16 intrin, disable bad fp16 vecadd test for now (#4239)",0
[BUILD] Disable utvm standalone runtime by default (#4240),5
Fix the problem that android_rpc compilation failed. (#4244)Signed-off-by: qinqiuping <autumnqin@126.com>,0
[ARITH] Fix lowering of FloorMod (#4236),0
[ Relay ][ Frontend ][ Tensorflow ]add op add_n to relay/frontend/tensorflow.py (#4181),1
