commit_msg,labels
[FLINK-6157] [core] Make TypeInformation fully serializableThis closes #3619.,5
Close hanging GitHub PRsThis closes #1033This closes #1944This closes #1979This closes #2029This closes #2809This closes #3043This closes #3627,5
[FLINK-6164] Make ProcessWindowFunction a RichFunctionThis closes #3824.,1
[FLINK-5978] Move JM WebFrontend address ConfigOption to JMOptionsThis closes #3552.,5
[FLINK-6459] Move origin header ConfigOption to JMOptions,5
[FLINK-6461] Deprecate web config defaults in ConfigConstantsThis closes #3831.,5
[FLINK-6396] Fix FsSavepointStreamFactoryTest on WindowsThis closes #3789.,3
[FLINK-5720] Deprecate DataStream#fold()This closes #3816.,5
[FLINK-6013][metrics] Add Datadog HTTP metrics reporterThis closes #3736.,5
[FLINK-6509] [tests] Perform TestingListener#waitForNewLeader under lockPerformin TestingListener#waitForNewLeader under the lock which is also hold whenupdating the leader information makes sure that leader changes won't go unnoticed.This led before to failing test cases due to timeouts.This closes #3853.,3
[FLINK-5819] [webui] implements numeric option on metrics graphsThis closes #3367,2
"[FLINK-5831] [webui] order, search and filter metricsThis closes #3369",2
"[FLINK-6330] [docs] Add basic Docker, K8s docsThis closes #3751",2
[FLINK-6512] [docs] improved code formatting in some examplesThis closes #3857,1
[FLINK-6513] [docs] cleaned up some typos and grammatical flawsThis closes #3858,2
[hotfix] Use Flink's FileUtils in BlobUtils to have proper exception handling,2
[hotfix] [build] Move JSON dependency in flink-storm into proper section,2
[FLINK-6501] [build] Add NOTICE transformers to shadingThis makes sure that transitive NOTICE files are added to the shaded JAR files.,2
[FLINK-6515] [runtime] Fix classloading of JavaSerializer,0
[hotfix] [core] Minor code cleanups in JavaSerializer and SerializerTestBase,3
[hotfix] [tests] Add a lightweight test for classloading in the Kryo Serializer,3
[hotfix] [gelly] Support log output when running examples in the IDEThis adds the dependencies / config files necessary for log output,2
[FLINK-6508] [build] Include licenses of bundled/shaded dependencies where required,1
[FLINK-6414] [build] Use scala.binary.version in place of change-scala-version.shUse scala.binary.version as defined in the parent POM and remove thescript to swap scala version identifiers.This closes #3800,4
[hotfix] [tests] Share proper test mini cluster for tests in DistributedCacheTest,3
[FLINK-5679] [tests] Refactor PartitionedStateCheckpointingITCase  - Massively speeds up the test by using fewer test elements and better coordination    of source throttling and checkpointing.  - Makes the test compatible with Windows by using proper URI encoding  - Drops use of deprecated ValueState constructors,1
[FLINK-6531] [checkpoints] Ensure proper classloading for user-defined checkpoint hooksThis closes #3868,1
[hotfix] [build] Drop transitive jersey/jettison/servlet dependencies pulled via Hadoop,4
[hotfix] [docs] Update file path of Gelly examples,2
[hotfix] [gelly] Improve graph generator documentation,2
[FLINK-6393] [gelly] Add Circulant and Echo graph generatorsThis closes #3802,1
[hotfix] Refactor to use multi-catchThis closes #3866,1
[FLINK-6491] [table] Add QueryConfig and state clean up for non-windowed aggregates.,4
[FLINK-6491] [table] Add QueryConfig and state clean up for over-windowed aggregates.This closes #3863.,4
[FLINK-6483] [table] Add materialization of time indicators.This closes #3862.,1
[FLINK-6564] [build] Fix copying of license files.,2
[hotfix] Minutiae,0
[FLINK-6562] [table] Support implicit table references for nested fields in SQL.This closes #3879.,1
[FLINK-5256] [table] Extend DataSetSingleRowJoin to support Left and Right joins.This closes #3673.,1
[FLINK-5101] Track pending records in CassandraSinkBase,2
[FLINK-5101] Refactor CassandraConnectorITCaseThis closes #2866.,1
[FLINK-6548] Fix AvroOutputFormatTest#testCompression on Windows,3
[FLINK-6558] Disable yarn tests on Windows,3
[FLINK-6561] Disable glob test on Windows,3
[FLINK-6565] Fail memory-backed state restores with meaningful message if previous serializer is unavailableThis closes #3882.,0
"[FLINK-6566] [core] More restricted interface for VersionedIOReadableWritable hooksThis commit makes the method hooks for defining compatibileserialization versions of VersionedIOReadableWritables more restricted.Functionally everything remains the same, but with lesser space forerror-prone user implementations. It also allows for a better errormessage to indicate version mismatch.This closes #3883.",0
"[FLINK-6554] [core] Make CompatibilityResult options more explicitly definedPreviously, if a serializer determines that state migration needs to beperformed but could not provide a fallback convert deserializer, itwould use CompatibilityResult.requiresMigration(null).This commit makes this option more explicit by having aCompatibilityResult.requiresMigration() option that takes no parameters.This improves how the user perceives the API without having to rely onthe Javadoc that it is allowed to have no fallback convert deserializer.Consequently, when usingCompatibilityResult.requiresMigration(TypeDeserializer), the providedargument cannot be null.This closes #3886.",1
[FLINK-6397] [tests] Reset context environments after test executionThis closes #3810.,3
[FLINK-6518] Port blobserver config parameters to ConfigOptionsThis closes #3865.,5
[FLINK-6530] Close response in DatadogHttpClientThis closes #3892.,5
[hotfix] [table] Change scala.Boolean to java.lang.Boolean in UpsertStreamTableSink interface.,4
[FLINK-6537] [checkpoint] First set of fixes for (de)registration of shared state in incremental checkpoints,0
[FLINK-6504] [checkpoint] Fix synchronization on materializedSstFiles in RocksDBKeyedStateBackend,5
[FLINK-6527] [checkpoint] OperatorSubtaskState has empty implementations of (un)/registerSharedStates,1
[FLINK-6545] [checkpoint] Make incremental checkpoints externalizable,1
[FLINK-6534] [checkpoint] Use async IO to dispose state in SharedStateRegistry,1
[FLINK-6520] [kafka] Overwrite auto commit props for ON_CHECKPOINTS / DISABLED commit mode,2
"[FLINK-6546] [build] Fix dependencies of flink-mesos  - This makes all flink-related dependencies 'provided' to not have the    transitive dependencies promoted  - Drops the unnecessary dependency on the Hadoop artifact  - Adds directly referenced libraries, like jackson  - Deactivates default logging of tests",3
[build] Reduce flink-avro's compile dependency from 'flink-java' to 'flink-core',2
"[FLINK-6514] [build] Remove 'flink-shaded-hadoop2' from 'flink-dist' via exclusionsThis is more tedious/manual than setting it to 'provided' once, but itis also correct.For example, in the case of Hadoop 2.3, having 'flink-shaded-hadoop2' as 'provided'removes other needed dependencies as well, such as 'org.codehaus.jackson' from avro.",4
[FLINK-6514] [build] Create a proper separate Hadoop uber jar for 'flink-dist' assemblyThis closes #3876,2
[FLINK-6517] [table] Support multiple consecutive windowsThis closes #3897.,1
[FLINK-6579] [table] Add proper support for BasicArrayTypeInfoThis closes #3902.,5
[hotfix] Disable broken test in TableEnvironmentITCase,3
[FLINK-6580] Sync default heap sizes from code with config fileThis closes #3900,2
[FLINK-6552] Allow differing types for side outputs,1
[FLINK-5781][docs] Generate HTML from ConfigOptionsThis closes #3495.,5
[FLINK-6175] Harden HistoryServerTest#testFullArchiveLifecycleThis closes #3655.,3
[hotfix] Further clarify side-output error message for same id and type,0
[FLINK-6381] [connector] Unnecessary synchronizing object in BucketingSink.,2
[FLINK-6593] [table] Fix Bug in ProctimeAttribute or RowtimeAttribute with CodeGeneratorThis closes #3918.,0
[FLINK-6462] [table] Add requiresOver method to AggregateFunction.This closes #3851.,1
[FLINK-6597] [table] Clean up unused imports.This closes #3920.,2
"[FLINK-6581] [cli] Correct dynamic property parsing for YARN cliThe YARN cli will now split the dynamic propertie at the first occurrence ofthe = sign instead of splitting it at every = sign. That way we support dynamicproperties of the form -yDenv.java.opts=""-DappName=foobar"".Address PR commentsThis closes #3903.",1
[FLINK-6555] [futures] Generalize ConjunctFuture to return resultsThe ConjunctFuture now returns the set of future values once it is completed.Introduce WaitingConjunctFuture; Fix thread safety issue with ResultConjunctFutureThe WaitingConjunctFuture waits for the completion of its futures. The future valuesare discarded making it more efficient than the ResultConjunctFuture which returnsthe futures' values. The WaitingConjunctFuture is instantiated viaFutureUtils.waitForAll(Collection<Future>).This closes #3873.,1
"[FLINK-6284] Correct sorting of completed checkpoints in ZooKeeperStateHandleStoreIn order to store completed checkpoints in an increasing order in ZooKeeper,the paths for the completed checkpoint is no generated byString.format(""/%019d"", checkpointId) instead of String.format(""/%s"", checkpointId).This makes sure that the converted long will always have the same length withleading 0s.Fix failing ZooKeeperCompletedCheckpointStoreITCaseThis closes #3884.",1
"[FLINK-6519] Integrate BlobStore in lifecycle management of HighAvailabilityServicesThe HighAvailabilityService creates a single BlobStoreService instance which isshared by all BlobServer and BlobCache instances. The BlobStoreService's lifecycleis exclusively managed by the HighAvailabilityServices. This means that theBlobStore's content is only cleaned up if the HighAvailabilityService's HA datais cleaned up. Having this single point of control, makes it easier to decide whento discard HA data (e.g. in case of a successful job execution) and when to retainthe data (e.g. for recovery).Close and cleanup all data of BlobStore in HighAvailabilityServicesUse HighAvailabilityServices to create BlobStoreIntroduce BlobStoreService interface to hide close and closeAndCleanupAllData methodsThis closes #3864.",5
[FLINK-6020] Introduce BlobServer#readWriteLock to synchronize file creation and deletionThis commit introduces a BlobServer#readWriteLock in order to synchronize file creationand deletion operations in BlobServerConnection and BlobServer. This will preventthat multiple put and get operations interfere with each other and with get operations.The get operations are synchronized using the read lock in order to guarantee some kind ofparallelism.Add Get and Delete operation testsThis closes #3888.,3
[FLINK-6601] [table] Use time indicators in DataStreamLogicalWindowAggregateRuleThis closes #3924.,5
[FLINK-6587] [table] Simplification and bug fixing of the ExpressionParserThis closes #3923.,0
"[FLINK-6371] [cep] NFA return matched patterns as Map<String, List<T>>.",2
[FLINK-6536] [cep] Improve error message in SharedBuffer::put().,5
[FLINK-6255] [cep] Remove PatternStream.getSideOutput().,1
[FLINK-6578] [cep] Fix self-loop handling in SharedBuffer.,5
[hotfix] [cep] Remove unused keySelector in operator.,1
[FLINK-6604] [cep] Remove java serialization from the library.,4
[FLINK-6609] [cep] Fix wrong version assignment with multiple TAKEs.,0
[hotfix] Add configuration notice to HistryServer overview,1
[FLINK-6598] [table] Remove unused parameter from DataStreamGroupAggregate.This closes #3922.,5
[FLINK-6583] [table] Add state cleanup for counting GroupWindows.This closes #3919.,4
[FLINK-6589] [core] Deserialize ArrayList with capacity of size+1 to prevent growth.This closes #3912.,2
"[FLINK-6600] Add key serializer config snapshot to keyed backend checkpointsThis commit adds the config snapshot of the key serializer of keyedbackends to its checkpoints. This allows the oppurtunity to upgrade keyserializers, as well as state migration in the future in the case ofincompatible old and new key serializers.This closes #3925.",1
[FLINK-6570] QueryableStateClient docs with matching constructor signatureThis closes #3926.,2
[FLINK-6624] [cep] Fix SharedBuffer#hashCode().,5
[FLINK-6031][yarn] Add config parameter for user-jar inclusion in classpathThis closes #3931,1
[FLINK-6596][travis] Disable javadoc generation for jdk 7,2
[FLINK-6440][metrics] Downgrade fetching failure logging to DEBUG,0
[FLINK-6416] Fix divide-by-zero in InputGateMetrics,0
[FLINK-6618] [table] Fix translation of WindowProperties in Table API.This closes #3936.,0
[FLINK-6585] [table] Fix execution of Table examples in IDE.This closes #3905.,0
[FLINK-6543] [table] Deprecate toDataStream and add toAppendStream.This closes #3929.,1
"[FLINK-6614] [table] Fix translation of group auxiliary functions (e.g., TUMBLE_END).This closes #3930.",1
[hotfix] [docs] Fix link to docker-compose.ymlThis closes #3887,5
[FLINK-6616] [docs] Clarify provenance of official Docker imagesNote that the official Docker images for Flink are community supportedand not an official release of the Apache Flink PMC.This closes #3932,2
[hotfix] Restore KeySerializer only once,0
[hotfix] Remove some raw type usage in RocksDBKeyedStateBackendIntroduce more generic parameters,2
[hotfix] Remove unnecessary job id from RocksDBKeyedStateBackend,5
[hotfix] Correct equals & hashCode implementation of KryoSerializer,0
"[FLINK-6608] [security, config] Relax Kerberos login contexts parsingThis closes #3928.",2
[FLINK-6288] [kafka] New custom partitioner API that correctly handles multiple Kafka sink topics,0
"[FLINK-6288] [kafka] Cleanup and improvements to FlinkKafkaPartitioner custom partitioningThis commit wraps up some general improvements to the new Kafka sinkcustom partitioning API, most notably:1. remove deprecated constructors from base classes, as they are notuser-facing.2. modify producer IT test to test custom partitioning for dynamictopics.3. improve documentation and Javadocs of the new interfaces.This closes #3901.",1
[hotfix] [kafka] Remove unused operator state store field in FlinkKafkaProducerBase,2
"[FLINK-6612] Allow ZooKeeperStateHandleStore to lock created ZNodesIn order to guard against deletions of ZooKeeper nodes which are still being usedby a different ZooKeeperStateHandleStore, we have to introduce a locking mechanism.Only after all ZooKeeperStateHandleStores have released their lock, the ZNode isallowed to be deleted.THe locking mechanism is implemented via ephemeral child nodes of the respectiveZooKeeper node. Whenever a ZooKeeperStateHandleStore wants to lock a ZNode, thus,protecting it from being deleted, it creates an ephemeral child node. The node'sname is unique to the ZooKeeperStateHandleStore instance. The delete operationswill then only delete the node if it does not have any children associated.In order to guard against oprhaned lock nodes, they are created as ephemeral nodes.This means that they will be deleted by ZooKeeper once the connection of theZooKeeper client which created the node timed out.",1
[FLINK-6633] Register shared state before adding to CompletedCheckpointStore,1
[FLINK-6582] [docs] Project from maven archetype is not buildable by defaultThe pom.xml for flink-quickstart-java and flink-quickstart-scala mustspecify scala.version and scala.binary.version.This closes #3910,2
[FLINK-6574] [table] Support nested catalogs in ExternalCatalog.This closes #3913.,2
[FLINK-6606] Set UserCodeClassLoader as TCCL for MasterTriggerRestoreHook- wrap calls to MasterTriggerRestoreHook (and its factory) such that the user classloader is appliedThis closes #3933.,1
[FLINK-6606] Hide WrapperMasterHook by making it private,1
[FLINK-6634] [cep] NFASerializer serializes ComputationState counter.,2
[hotfix][rat] Add exclusion for all test snapshots/savepointsThis closes #3854.,3
[FLINK-5636][metrics] Measure numRecordsIn in StreamTwoInputProcessorThis closes #3950.,2
[FLINK-6639][docs] fix code tabs in CEP docsThis closes #3952.,2
[FLINK-6586] InputGateMetrics return 0 as min for local channelsThis closes #3907.,2
[FLINK-6439] Fix close OutputStream && InputStream in OperatorSnapshotUtilThis closes #3904.,1
[FLINK-6641] [ha] Don't let the ClusterClient clean up HA services data when being shut downThe ClusterClient should not call HighAvailabilityServices#closeAndCleanupAllData when being shut down.The reason is that this call will delete all HA data needed for a future recovery. Only the JobManagershould be allowed to decide when to discard HA data or not.,5
[FLINK-6640] Ensure registration of shared state happens before externalizing a checkpoint,2
[FLINK-6551] Reject empty OutputTag namesThis closes #3953.,2
[FLINK-6628] Fix start scripts on WindowsThis closes #3954.,0
[FLINK-6644] Don't register HUP signal handler on WindowsThis closes #3955.,0
[FLINK-6651] Add synchronization to SharedStateRegistry::clear,1
"[FLINK-6635] [test] Fix ClientConnectionTestThe ClientConnectionTest passed even though it was failing the test because wewere expecting an exception and checking a special word to contained in theexception's message. Unfortunately, we generated an AssertionError with the sameword if the actual logic we wanted to test failed. That cause the test to pass.",4
"[FLINK-6629] Use HAServices to find connecting address for ClusterClient's ActorSystemThe ClusterClient starts its ActorSystem lazily. In order to find out the addressto which to bind, the ClusterClient tries to connect to the JobManager. In orderto find out the JobManager's address it is important to use theHighAvailabilityServices instead of retrieving the address information from theconfiguration, because otherwise it conflicts with HA mode.This closes #3949.",5
[hotfix] [docs] Remove invalid REST path,4
[FLINK-6482] [core] Add nested serializers to config snapshots of composite serializersThis commit adds also the nested serializers themselves to theconfiguration snapshots of composite serializers. This opens up theoppurtunity to use the previous nested serializer as the convertdeserializer in the case that a nested serializer in the new serializerdetermines that state migration is required.This commit also consolidate all TypeSerializer-related serializationproxies into a single utility class.This closes #3937.,5
[FLINK-6632] [table] Improved the method BoolLiteral of ExpressionParser for case insensitive.This closes #3944.,1
[FLINK-6495] Migrate Akka configuration optionsThis closes #3935.,5
[FLINK-6610][web] Allow uploadDir to be null in WebFrontendBootstrapThis closes #3947.,5
[hotfix] Fix @deprecated javadoc in ConfigConstants,5
"[FLINK-6450][web] Rename ""TaskManagers"" tab to ""Subtasks by Taskmanager""",2
"[FLINK-6451][web] Rename ""Metrics"" tab to ""Task Metrics""",2
"[FLINK-6448][web] Rename ""Free Memory"" field to ""JVM Heap Size""",2
Rebuild webUI,5
[FLINK-6603] [streaming] Enable checkstyle on test sourcesUpdates / reverts the import order by sections:- org.apache.flink.*- all other imports- javax.*- java.*- static importsAdds EmptyLineSeparator to enforce an extra newline (not enforcedbetween field or local variable declarations).This closes #3941,5
"[FLINK-6328] [chkPts] Don't add savepoints to CompletedCheckpointStoreThe lifecycle of savepoints is not managed by the CheckpointCoordinator and fullyin the hand of the user. Therefore, the CheckpointCoordinator cannot rely on themwhen trying to recover from failures. E.g. a user moving a savepoint shortly beforea failure could completely break Flink's recovery mechanism because Flink cannotskip failed checkpoints when recovering.Therefore, until Flink is able to skip failed checkpoints when recovering, we shouldnot add savepoints to the CompletedCheckpointStore which is used to retrieve checkpointfor recovery. The distinction of a savepoint is done on the basis of theCheckpointProperties (CheckpointProperties.STANDARD_SAVEPOINT).This closes #3965.",1
"[FLINK-6656] [cep] Change element PriorityQueue to MapState.This is to leverage the fact that RocksDB already returns thekeys sorted. So now elements, instead of being stores in a PQand all of them being deserialized and serialized at each incomingelement, the are stored in a MapState with the key being thetimestamp and the value, a List of elements that refer to thesame timestamp.",5
[FLINK-6671] [tests] Make RocksDBStateBackendTest.testCancelRunningSnapshot stableLet first the snapshotting thread completely finish before checking the test condition.This prevents race conditions between the checkpointing thread and the verification.,3
[FLINK-6492] Fix unclosed DataOutputViewStream usageThis closes #3898.,1
[FLINK-6660] [docs] Expand the connectors overview pageThis closes #3964.,1
"[FLINK-6662] [errMsg] Improve error message if recovery from RetrievableStateHandles failsWhen recovering state from a ZooKeeperStateHandleStore it can happen that the deserializationfails, because one tries to recover state from an old Flink version which is not compatible.In this case we should output a better error message such that the user can easily spot theproblem.This closes #3972.",0
[FLINK-6685] Prevent that SafetyNetCloseableRegistry is closed prematurely in Task::triggerCheckpointBarrier,1
[FLINK-6690] Fix meta-data restore in RocksDBKeyedStateBackend under rescaling,5
[FLINK-6650] [table] Improve the error message for toAppendStreamThis closes #3958.,0
[FLINK-6431] [metrics] Activate strict checkstyle in flink-metricsThis closes #3968.,2
[FLINK-6432] [py] Activate strict checkstyle for flink-pythonThis closes #3969.,2
[FLINK-6675] Activate strict checkstyle for flink-annotationsThis closes #3970.,2
[FLINK-6659] fix RocksDBMergeIteratorTest leaving temporary data behind-> use a JUnit '@Rule' that does the cleanup,4
[FLINK-6659] fix SavepointITCase leaving temporary data behind-> use a JUnit '@Rule' that does the cleanupThis closes #3962.,4
[FLINK-6320] fix unit test failing sometimes when deleting a temp directoryThis closes #3966.,4
[FLINK-5376] Fix log statement in UnorderedStreamElementQueueThis closes #3948.,2
[FLINK-6669] set inputEncoding to UTF-8 in scalastyle-maven-plugin,1
[FLINK-6691][checkstyle] Add separate block for scala imports,2
[FLINK-6687] [web] Activate strict checkstyle for flink-runtime-web,2
[FLINK-6707] [examples] Activate strict checkstyle for flink-examples,2
[hotfix] Rename exampleJavaPrograms packageThis closes #3986.,1
"[FLINK-6706][tests] Remove outdated/unused ChaosMonkeyITCaseThis test was disabled in Dec 2015 due to its instability and never made itback again. It is probably outdated and may not even work anymore due to thechanges since then.Since it doesn't make sense to keep it in its current form, let's remove it.This closes #3980.",4
[FLINK-6699] Activate strict checkstyle for flink-yarn-testsThis closes #3985.,3
[FLINK-6715] Activate strict checkstyle for flink-mesosThis closes #3988.,2
[FLINK-6642] Return -1 in EnvInfo#getOpenFileHandlesLimitThis closes #3956.,5
[FLINK-4497] [cassandra] Scala Case Classes / Tuple supportThis closes #2633.,1
[FLINK-5892] Enable 1.2 keyed state testThis closes #3842.,3
[hotfix] Fix CassandraConnectorITCase,0
[hotfix] Really fix CassandraConnectorITCase,0
[FLINK-6716] Suppress load errors in checkstyle JavadocMethod,2
[FLINK-6719] Activate strict checkstyle for flink-clientsThis closes #3989.,2
[FLINK-6714] [runtime] Use user classloader for operator state copying on snapshotsThis closes #3987.,1
"[FLINK-6646] [yarn] Let YarnJobManager delete Yarn application filesBefore the YarnClusterClient decided when to delete the Yarn application files.This is problematic because the client does not know whether a Yarn applicationis being restarted or terminated. Due to this the files where always deleted. Thisprevents Yarn from restarting a failed ApplicationMaster, effectively thwartingFlink's HA capabilities.The PR changes the behaviour such that the YarnJobManager deletes the Yarn filesif it receives a StopCluster message. That way, we can be sure that the yarn filesare deleted only iff the cluster is intended to be shut down.",4
"[FLINK-6708] [yarn] Harden FlinkYarnSessionCli to handle GetClusterStatusResponse exceptionsThis PR hardens the FlinkYarnSessionCli by handling exceptions which occur whenretrieving the GetClusterStatusResponse. If no such response is retrieved and insteadan exception is thrown, the Cli won't fail but retry it the next time.",1
[FLINK-6708] [yarn] Minor improvements to YARN session HA fixesThis closes #3981.This closes #3982.,0
[FLINK-6704][yarn] Fix user-jars not being possible to exclude from system class pathThis closes #3979.,5
[FLINK-6653] Avoid directly serializing AWS's Shard class in Kinesis consumer's checkpoints,2
[FLINK-6653] [kinesis] Improvements to removal of AWS's Shard class in checkpointsThis closes #3994.,4
[FLINK-6688] Activate strict checkstyle for flink-test-utilsThis closes #3983.,3
[FLINK-6702] fix SIGABRT during GC in the CEP unit tests,3
[FLINK-6702] put the CEP tests' harness.close() calls into a finally blockThis closes #3978.,3
[FLINK-6658] [cep] Use scala Collections in scala CEP API.,1
[FLINK-6721] Activate strict checkstyle for flink-fs-testsThis closes #3991.,3
[FLINK-6728] Activate strict checkstyle for flink-quickstartThis closes #3996.,2
[FLINK-6709] [gelly] Activate strict checkstyle for flink-gelliesThis closes #3997.,2
[FLINK-6701] Activate strict checkstyle for flink-yarnThis closes #3990.,2
[FLINK-6720] Activate strict checkstyle in flink-java8,2
[FLINK-6720] Rename java8 javaApiOperators package to api.java.operatorsThis closes #3999.,1
[FLINK-6711] Activate strict checkstyle for flink-connector-twitter,2
[FLINK-6711] Activate strict checkstyle for flink-connector-nifi,2
[FLINK-6711] Activate strict checkstyle for flink-connector-rabbitmq,2
[FLINK-6711] Activate strict checkstyle for flink-jdbc,5
[FLINK-6711] Activate strict checkstyle for flink-hbase,2
[FLINK-6711] Activate strict checkstyle for flink-hcatalog,2
[FLINK-6711] Activate strict checkstyle for flink-elasticsearch*,2
[FLINK-6711] Activate strict checkstyle for flink-connector-kafka*,2
[FLINK-6711] Activate strict checkstyle for flink-connector-kinesis,2
[FLINK-6711] Activate strict checkstyle for flink-hadoop-compatibility,2
[FLINK-6711] Activate strict checkstyle for flink-connector-filesystem,5
[FLINK-6711] Activate strict checkstyle for flink-connector-cassandra,2
[FLINK-6711] Activate strict checkstyle for flink-avro,2
[FLINK-6711] Activate strict checkstyle for flink-connectorsThis closes #3992.,2
[FLINK-6137] Activate strict checkstyle for flink-cepThis closes #3976.,2
[FLINK-6699] Add checkstyle plugin to flink-yarn-tests pomThis closes #4005.,3
[FLINK-6760] [table] Fix OverWindowTest alias test errorThis closes #4007.,0
[FLINK-6736] [table] Fix UDTF field access with time attribute recordThis closes #4008.,0
[FLINK-6737] [table] Fix string reference variable errorThis closes #4000.,0
[hotfix] Update year in NOTICE file,2
[FLINK-6780] [table] ExternalTableSource should add time attributes in the row type.This closes #4023.,1
[FLINK-6753] [table] Fix flaky SqlITCase due to Janino bugThis closes #4010.,0
[FLINK-6766] [docs] Update documentation about async backends and incremental checkpointsThis closes #4011,2
[FLINK-6777] [shell] Activate strict checkstyleThis closes #4029,2
[FLINK-6779] [scala] Activate strict checkstyleThis closes #4030,2
[FLINK-6778] [dist] Activate strict checkstyleThis closes #4031,2
[FLINK-6560] [build] Restore maven parallelism in flink-testsConfigure a default value for Maven variable 'flink.forkCountTestPackage'.This closes #3875,3
[FLINK-6332] [build] Upgrade Scala versionsUpgrade to the last maintenance releases of Scala 2.10 and 2.11.This closes #3957,2
[FLINK-6038] [docs] Added deep links to Bahir connectorsThis closes #3975,2
[FLINK-6695] Activate strict checkstyle for flink-connector-wikiedits,2
[FLINK-6695] Activate strict checkstyle for flink-statebackend-rocksDB,5
[FLINK-6695] Activate strict checkstyle for flink-storm,2
[FLINK-6695] Activate strict checkstyle for flink-storm-examples,2
[FLINK-6695] Activate strict checkstyle for flink-streaming-contribThis closes #4004.,2
[FLINK-6722] [table] Activate strict checkstyleThis closes #4021.,2
[FLINK-6724] Include class name in UDFUtils#checkForInstantiation exceptionsThis closes #3995.,2
[FLINK-6729] Add checkstyle plugin to flink-runtime pomThis closes #4032.,2
[FLINK-6729] Activate checkstyle in runtime/accumulators,1
"[FLINK-6570] update queryable state documentation* adapt a left-over ""QueryableStateClient client = new QueryableStateClient(config);""* remove use of TestingUtils as it is only available to Flink testsThis closes #4028.",3
[FLINK-6478] [doc] Document how to upgrade state serializersThis closes #4006.,2
[hotfix] [doc] Incorrect example CLI command for Flink on Mesos,2
[FLINK-5340] Document job uptime/downtime/restartTime/fullRestarts metricsThis closes #3908.,2
[FLINK-6775] [state] Duplicate StateDescriptor's serializerDuplicate the TypeSerializer before returning it from the StateDescriptor. That waywe ensure that StateDescriptors can be shared by multiple threads.Add test case for AggregatingStateDescriptorFix OperatorStateBackendTest#testCorrectClassLoaderUsedOnSnapshotThis closes #4025.,3
[FLINK-6792] [mvn] Move maven-checkstyle-plugin before maven-shade-plugin definition in pom.xmlSomehow appending the maven-checkstyle-plugin at the end of the pom.xml changed the orderof the maven-assembly-plugin and the maven-shade-plugin in the package phase. This breaksthings since the shade plugin has to run before the assembly plugin to build the fat-jar.Specifying the checkstyle-plugin before the maven-shade-plugin resolves the issue.This closes #4042.,0
[FLINK-6466] [build] Build Hadoop 2.8.0 convenience binariesUpdate Hadoop versions and replace Hadoop 2.3 with 2.8 in build andcontinuous integration scripts. flink-yarn-tests can now be enabled forall supported Hadoop versions and is made non-optional.This closes #3832,1
[FLINK-6809] [docs] Correct variable name in java side-output exampleThis closes #4047,2
[FLINK-6793] Activate checkstyle for runtime/metricsThis closes #4037.,1
[FLINK-6794] Activate checkstyle for migration/**This closes #4038.,2
[FLINK-6795] Activate checkstyle for runtime/processThis closes #4040.,1
[FLINK-6781] Make statement fetch size configurable in JDBCInputFormat.This closes #4036.,5
[hotfix] Update DataSet docs concerning JDBCInputFormat.The way to provide type information was outdated.,5
[FLINK-6840] [ml] Correct documentation for multiple linear regression,2
[FLINK-6818] Activate checkstyle for runtime/historyThis closes #4051.,1
[FLINK-6819] Activate checkstyle for runtime/leaderretrievalThis closes #4053.,1
[FLINK-6824] Activate checkstyle for runtime/eventThis closes #4056.,1
[FLINK-6827] Activate checkstyle for runtime/webmonitorThis closes #4054.,1
[FLINK-6831] Activate checkstyle for runtime/*This closes #4057.,1
[FLINK-6797][docs] Docs do not build cleanly with new version of bundlerThis closes #4043.,1
"[FLINK-6837] [table] Fix a test case name error, a small error message bug, and improve some message info.This closes #4060",5
[FLINK-6816] [table] Fix wrong usage of Scala string interpolation in Table APIThis closes #4050.,0
[FLINK-6812] Enforce Java8 when creating a releaseThis closes #4048,1
"[FLINK-6845] [table] Cleanup ""println(StreamITCase.testResults)"" call in test casethis closes #4071",1
[FLINK-6723] Activate strict checkstyle for flink-librariesThis closes #4069.,2
[hotfix] [tests] Add serialVersionUID to InterruptLockingStateHandle in tests,3
[FLINK-6844] [scala] Implement compatibility methods for TraversableSerializerThis closes #4081.,2
[FLINK-6853] [DataStream] Let StreamRecordSerializer be compatible with MultiplexingStreamRecordSerializerThis commit lets StreamRecordSerializer.ensureCompatibility be tolerablefor config snapshots taken from the legacyMultiplexingStreamRecordSerializer. This is required for users whichoriginally used MultiplexingStreamRecordSerializer to serialize streamelements as part of their checkpointed state (e.g. FlinkCEP).This closes #4079.,2
[FLINK-6808] Implement snapshotConfiguration/ensureCompatibility for CoGroupedStreams.UnionSerializerThis closes #4052.,5
[FLINK-6830] [tests] Add StatefulJobSavepointFrom13MigrationITCase,1
[FLINK-6830] [tests] Port topology change migration ITCases for Flink 1.3,2
[FLINK-6830] [cep] Port CEPFrom12MigrationTest for Flink 1.3,2
[FLINK-6830] [fileSink] Port BucketingSinkFrom12MigrationTest for Flink 1.3,2
[FLINK-6830] [kafka] Port migration tests for FlinkKafkaConsumerBase to Flink 1.3This commit also consolidates all tests for migration from Flink 1.1 and1.2 for the FlinkKafkaConsumerBase to a single classFlinkKafkaConsumerBaseMigrationTest. Parameterization is used to testmigration from different Flink version savepoints.,2
